combined_text,Misinfo_Type
جامعة الأزهر تنفي وفاة طالبة بسب كورونا student altar passed away bovid,False reporting
رئيس مجلس النواب اليمنى ينفى إصابته بفيروس كورونا المستجد head house representative yemen tested positive,False reporting
الصحة العمانية تكشف حقيقة الدعوة لإجراء فحص كورونا بشكل عشوائى عبر رسائل المحمول rumor government perform bovid test randomly selected people people know selected text message,False reporting
أنا عايش وباكل مانجا الطبيب المعالج لرجاء الجداوى يكذب بنفسه شائعة وفاته rumor doctor treated raga algidawy passed away,False reporting
فيه سم قاتل شعبة الأدوية تحذر من تسوق أدوية المناعة عبر السوشيال ميديا preventative treatment drug allegedly sold via social medium,Fake remedy
ردا على الشائعات وزارة التعليم الفلسطينية تنفى تحديد يوم لإعلان نتائج الثانوية العامة claim government announced date release high school final exam score,False reporting
الأعلى لجامعات يكشف حقيقة رسوب الطالب حال تغيبه عن الامتحانات اعرف التفاصيل claim student miss final exam default fail,False reporting
نقيب المحامين يكشف حقيقة تلقى أعضاء لجنة كورونا مكافآت مالية اعرف إيه الحكاية rumor volunteer lawyer association getting paid work combating pandemic,Conspiracy
بعد أنباء تدهور حالتها الصحية سميحة أيوب تكشف حقيقة إصابتها بكورونا rumor actress yob tested positive,False reporting
رامى صبرى يرد على شائعات إصابته بفيروس كورونا اعرف الاعب قال إيه rumor football player ram sabre tested positive,False reporting
ردا على شائعات السوشيال مطرانية نجع حمادى تنفى إصابة الأنبا كيرلس بفيروس كورونا rumor bishop kermis tested positive,False reporting
شائعات كورونا فى تونس وزير الصحة يكشف حقيقة الحصانة البيولوجية لتونسين ضد الفيروس claim tunisian biological immunity virus,False reporting
شائعات كورونا تطارد هانى شاكر نقيب المهن الموسيقية يكشف حقيقة إصابته بالفيروس rumor singer hand shaker tested positive,False reporting
بعيدا عن الشائعات هذه حقيقة تقليص الإنفاق الحكومى على الصحة خلال العام المالى rumor government reduce spend health year,False reporting
ردا على الشائعات الحكومة تكشف حقيقة إقرار خطة العام الدراسى الجديد فى ظل أزمة كورونا claim government announced plan new academic year,False reporting
الحكومة ترد على الشائعات الأوقاف تنفى تحميل المواطنين نفقات تعقيم وتطهير المساجد rumor government charge citizen sterilization disinfection mosque,False reporting
ما حقيقة طرح كمامات على بطاقة التموين غير مطابقة لمواصفات؟ الحكومة تكذب السوشيال ميديا claim mask provided bought egyptian supply card meet quality specification,Conspiracy
تقرير الأخبار الفالصو مصر بالمرتبة الـ عالميا فى عد وفيات كورونا وانتشار وباء كاواساكى rumor stated egypt fifth place globally death,False reporting
nein coronatests führen zu keiner schädigung bluthirnschranke claim spread online test lead brain damage,False reporting
nein die medienberichte über party auf malorca sind nicht erfunden claim spread online medium lying unsafe party taking place malorca,False reporting
nein die usregierung unter obama hat da institute für virologie wuhan nicht mit milionen dollar unterstützt article published online pushed rumor former president barack obama financed laboratory wuhan million dollar,False reporting
nocomacuento e falso que la prueba de bovid puede causar infeción en el cerebro la muerte text claiming bovid test cause infection inflammation death,False reporting
faux emanuel macron na pa menacé de refuser le visa aux africains qui nauraient pa reçu vacin européen rumor french president macron impose travel ban african going europe refuse accept european vaccine bovid,False reporting
faux le docteur jeanjacques ne sest pa oposé à la levée de létat durgence sanitaire claim congolese doctor jeanjacques member country response team bovid opposed lifting state emergency,False reporting
